"","interest_rate","income_ver","debt_to_income","credit_util","bankruptcy","term","issue","credit_checks"
"8002",7.34,"Source Verified",22.42,"0.110","no",60,3,0
"8003",10.42,"Not Verified",23.8,"0.689","no",60,1,1
"8004",12.62,"Not Verified",15.11,"0.072","no",60,2,0
"8005",9.93,"Source Verified",25.14,"0.883","no",36,1,0
"8006",13.58,"Source Verified",17.87,"0.122","no",36,3,1
"8007",17.47,"Verified",4.67,"0.499","no",60,3,4
"8008",12.61,"Source Verified",21.43,"0.276","no",60,3,1
"8009",9.43,"Source Verified",16.18,"0.314","no",36,3,1
"8010",12.62,"Not Verified",24.99,"0.184","no",60,2,1
"8011",9.93,"Not Verified",20.09,"0.133","no",36,1,0
"8012",15.05,"Not Verified",10.73,"0.068","yes",60,2,1
"8013",25.81,"Verified",33.14,"0.970","no",60,3,1
"8014",7.34,"Not Verified",13.76,"0.098","no",36,3,1
"8015",10.42,"Not Verified",14.73,"0.570","no",60,1,3
"8016",5.31,"Not Verified",28.23,"0.178","no",36,3,2
"8017",12.62,"Verified",15.93,"0.088","no",36,1,6
"8018",20,"Verified",21.05,"0.185","no",60,1,1
"8019",10.91,"Verified",24.3,"0.406","no",36,1,8
"8020",12.62,"Source Verified",13.83,"0.134","no",36,1,3
"8021",5.31,"Not Verified",8.63,"0.180","no",36,3,5
"8022",11.98,"Verified",30.24,"0.338","no",60,3,4
"8023",7.96,"Source Verified",27.83,"0.663","no",36,3,2
"8024",14.07,"Source Verified",15.82,"0.187","no",36,2,2
"8025",14.08,"Source Verified",18.77,"0.649","no",36,2,4
"8026",9.44,"Source Verified",34.48,"0.198","no",36,2,3
"8027",13.59,"Source Verified",13.18,"0.053","no",36,2,2
"8028",22.91,"Verified",26.79,"0.165","no",36,2,4
"8029",6.08,"Not Verified",14.85,"0.199","no",36,1,3
"8030",6.72,"Verified",26.5,"0.385","no",36,1,0
"8031",16.01,"Source Verified",12.84,"0.188","no",60,2,4
"8032",18.06,"Not Verified",10.28,"0.455","no",36,1,0
"8033",14.07,"Not Verified",31.2,"0.219","no",36,3,2
"8034",10.42,"Source Verified",8.89,"0.416","yes",60,1,1
"8035",5.32,"Source Verified",15.5,"0.168","no",36,1,1
"8036",10.41,"Not Verified",15.02,"0.557","no",36,3,0
"8037",11.98,"Source Verified",14.13,"0.109","no",60,3,6
"8038",16.02,"Source Verified",16.46,"0.565","no",60,1,0
"8039",5.32,"Not Verified",7.5,"0.053","no",36,2,5
"8040",5.31,"Verified",20.53,"0.185","no",36,3,7
"8041",16.01,"Source Verified",20.82,"0.426","no",36,3,0
"8042",11.99,"Not Verified",11.92,"0.790","no",36,1,3
"8043",9.92,"Not Verified",3.06,"0.120","yes",36,3,3
"8044",11.98,"Verified",18.61,"0.360","no",36,3,1
"8045",11.99,"Not Verified",18.11,"0.687","no",60,3,0
"8046",7.97,"Verified",34.11,"0.270","no",60,1,1
"8047",7.34,"Source Verified",12.6,"1.043","no",36,3,0
"8048",6.71,"Not Verified",22.46,"0.451","no",36,3,1
"8049",9.92,"Not Verified",12.42,"0.273","no",60,2,1
"8050",9.92,"Not Verified",11.8,"0.142","no",60,3,2
"8051",9.44,"Not Verified",8.22,"0.878","no",60,2,8
"8052",7.97,"Not Verified",11.84,"0.070","yes",36,2,1
"8053",10.91,"Not Verified",5.99,"0.425","no",36,2,1
"8054",10.91,"Not Verified",19.42,"0.493","no",36,1,1
"8055",9.44,"Not Verified",9.17,"0.430","yes",36,1,1
"8056",23.87,"Verified",28.05,"0.338","no",36,3,3
"8057",18.45,"Source Verified",26.21,"0.857","no",36,3,3
"8058",10.41,"Source Verified",19.08,"0.431","no",36,3,1
"8059",19.42,"Source Verified",22.7,"0.204","yes",60,3,1
"8060",13.58,"Verified",34.28,"0.538","no",36,3,2
"8061",9.92,"Source Verified",21.01,"0.519","no",36,3,1
"8062",16.02,"Not Verified",16.59,"0.773","no",36,2,2
"8063",23.88,"Verified",25.43,"0.191","no",60,2,1
"8064",10.91,"Source Verified",23.78,"0.556","no",36,2,0
"8065",13.59,"Not Verified",6.53,"0.528","no",36,1,3
"8066",10.9,"Source Verified",17.79,"0.149","no",60,3,1
"8067",14.08,"Verified",50.34,"0.321","no",36,1,2
"8068",19.03,"Verified",25.65,"0.160","yes",60,2,2
"8069",14.07,"Source Verified",0.6,"0.012","no",36,3,6
"8070",10.91,"Source Verified",11.92,"0.580","no",36,2,0
"8071",10.91,"Source Verified",20.28,"0.399","yes",36,1,0
"8072",18.06,"Source Verified",13.4,"0.863","no",60,1,0
"8073",9.93,"Not Verified",20.11,"0.573","no",36,1,1
"8074",24.85,"Verified",0,"0.000","no",60,1,3
"8075",10.42,"Source Verified",8.67,"0.123","yes",36,2,2
"8076",11.98,"Source Verified",20.72,"0.125","yes",60,2,0
"8077",5.32,"Source Verified",28.34,"0.562","no",36,2,0
"8078",21.45,"Verified",15.91,"0.211","no",60,2,1
"8079",14.08,"Source Verified",2,"0.025","no",60,2,2
"8080",6.72,"Not Verified",10.77,"0.659","no",60,2,0
"8081",15.05,"Source Verified",20.61,"0.712","yes",36,1,2
"8082",9.43,"Not Verified",11.52,"0.095","yes",36,3,3
"8083",19.42,"Verified",8.99,"0.188","no",60,3,2
"8084",10.91,"Not Verified",25.36,"0.546","no",60,3,1
"8085",14.08,"Source Verified",17.54,"0.034","no",60,1,2
"8086",9.92,"Verified",10.92,"0.274","yes",36,3,1
"8087",9.92,"Source Verified",18.03,"0.574","no",36,3,6
"8088",11.99,"Not Verified",3.07,"0.497","no",36,2,1
"8089",9.44,"Not Verified",18.88,"0.311","no",36,2,0
"8090",9.43,"Not Verified",5.5,"0.061","yes",36,3,5
"8091",7.35,"Not Verified",30.45,"0.250","no",36,1,0
"8092",15.05,"Source Verified",17.43,"0.756","no",60,1,0
"8093",11.99,"Source Verified",18.92,"0.508","no",60,2,1
"8094",9.44,"Source Verified",16.13,"0.547","no",36,2,4
"8095",9.92,"Source Verified",12.74,"0.506","no",36,3,1
"8096",12.62,"Source Verified",22.84,"0.118","yes",60,2,2
"8097",14.08,"Source Verified",21.1,"0.438","no",36,1,1
"8098",10.41,"Source Verified",25.53,"0.105","no",36,2,2
"8099",24.84,"Source Verified",18.6,"0.393","no",60,3,0
"8100",13.59,"Not Verified",28.86,"0.543","no",36,1,1
"8101",17.09,"Not Verified",11.36,"0.030","no",36,2,6
"8102",6.07,"Not Verified",10.47,"0.119","no",36,3,0
"8103",9.43,"Source Verified",27.64,"0.090","no",36,3,2
"8104",6.08,"Source Verified",19.44,"0.241","no",36,1,1
"8105",7.97,"Source Verified",16.44,"0.396","no",36,2,0
"8106",16.01,"Source Verified",25.01,"1.053","no",60,3,0
"8107",9.92,"Source Verified",7.07,"0.611","no",60,2,0
"8108",15.04,"Source Verified",13.52,"0.233","no",60,3,0
"8109",7.96,"Source Verified",11.36,"0.056","no",36,3,1
"8110",15.05,"Source Verified",37.62,"0.567","yes",36,2,1
"8111",9.43,"Source Verified",22.57,"0.544","no",36,3,0
"8112",20,"Source Verified",22.62,"0.068","no",60,1,2
"8113",17.09,"Verified",15.92,"0.000","no",36,1,1
"8114",14.07,"Not Verified",27.33,"0.356","no",60,3,5
"8115",10.42,"Not Verified",12.86,"0.166","no",36,1,1
"8116",12.62,"Verified",20.29,"0.175","no",60,2,1
"8117",15.04,"Source Verified",13.2,"0.879","no",36,3,0
"8118",10.42,"Source Verified",30.12,"0.895","no",60,2,1
"8119",18.45,"Verified",19.57,"0.561","no",60,3,2
"8120",22.91,"Source Verified",15.24,"0.884","no",36,1,1
"8121",6.08,"Not Verified",21.97,"0.227","no",36,2,0
"8122",16.01,"Verified",71.91,"0.308","no",36,3,6
"8123",7.35,"Not Verified",19.26,"0.171","no",60,1,0
"8124",11.98,"Source Verified",11.24,"0.121","no",36,3,2
"8125",7.34,"Verified",16.74,"0.092","no",36,3,5
"8126",16.02,"Source Verified",24.43,"0.223","yes",36,2,0
"8127",17.47,"Source Verified",22.26,"0.822","no",60,3,1
"8128",20,"Verified",10.44,"0.291","no",60,2,1
"8129",10.41,"Verified",11.45,"0.190","no",36,3,1
"8130",12.62,"Verified",8.1,"1.086","no",36,2,1
"8131",9.44,"Not Verified",17.41,"0.209","no",60,1,1
"8132",10.9,"Not Verified",15.65,"0.678","no",36,3,0
"8133",7.35,"Not Verified",12.31,"0.059","no",36,1,3
"8134",5.32,"Source Verified",39.35,"0.410","no",36,2,2
"8135",17.09,"Not Verified",13.14,"0.575","no",60,1,8
"8136",5.31,"Not Verified",4.56,"0.131","no",36,3,0
"8137",10.9,"Not Verified",21.01,"0.220","yes",60,3,1
"8138",9.92,"Verified",5.48,"0.062","no",36,3,4
"8139",6.71,"Not Verified",10.48,"0.755","no",36,3,0
"8140",9.43,"Not Verified",37.94,"0.628","no",36,2,1
"8141",25.82,"Verified",16.54,"0.119","yes",60,2,2
"8142",16.02,"Verified",19.54,"0.115","no",60,1,3
"8143",6.72,"Not Verified",3.66,"0.363","no",36,1,0
"8144",10.9,"Source Verified",11.74,"0.095","no",36,3,7
"8145",7.97,"Not Verified",11.06,"0.188","no",36,2,1
"8146",13.59,"Source Verified",1.1,"0.571","no",36,2,1
"8147",11.98,"Source Verified",20.43,"0.263","no",36,3,1
"8148",12.61,"Verified",36.81,"0.602","no",36,3,0
"8149",7.97,"Not Verified",14.32,"0.563","no",36,1,3
"8150",12.62,"Verified",15.72,"0.889","yes",60,2,1
"8151",10.91,"Not Verified",13.56,"0.608","no",36,2,0
"8152",12.62,"Not Verified",36.84,"0.746","yes",36,1,7
"8153",14.08,"Source Verified",11.82,"0.181","no",36,1,1
"8154",6.08,"Source Verified",1.15,"0.031","no",36,1,2
"8155",12.61,"Not Verified",17.33,"0.171","no",36,3,4
"8156",20,"Source Verified",13.35,"0.512","no",60,2,4
"8157",12.62,"Source Verified",5.19,"0.838","no",60,2,0
"8158",7.34,"Not Verified",15.33,"0.217","no",60,3,2
"8159",7.35,"Verified",19.46,"0.121","yes",36,2,2
"8160",12.62,"Not Verified",27.33,"0.571","no",36,1,4
"8161",22.9,"Source Verified",13.27,"0.436","no",60,3,4
"8162",16.02,"Not Verified",37.55,"0.387","no",36,1,1
"8163",15.05,"Source Verified",18.37,"0.726","no",36,1,1
"8164",21.45,"Verified",28.62,"0.309","no",60,2,2
"8165",6.72,"Source Verified",23.94,"0.349","no",36,1,0
"8166",9.93,"Source Verified",12.37,"0.138","no",60,1,3
"8167",13.58,"Verified",16.15,"0.729","no",36,3,8
"8168",11.98,"Source Verified",16.76,"0.968","no",36,3,5
"8169",5.32,"Source Verified",26.89,"0.265","no",36,2,0
"8170",10.9,"Not Verified",14.05,"0.124","yes",60,3,1
"8171",12.61,"Source Verified",6.35,"0.519","no",60,3,9
"8172",18.06,"Source Verified",15.97,"0.774","no",60,1,6
"8173",10.42,"Verified",10.68,"0.114","no",60,2,2
"8174",10.91,"Verified",15.85,"0.480","no",36,1,3
"8175",24.85,"Verified",33.89,"0.573","no",36,2,4
"8176",11.98,"Source Verified",8.34,"0.592","no",36,3,0
"8177",11.99,"Verified",25.04,"0.326","yes",60,1,2
"8178",7.97,"Source Verified",14.8,"0.810","yes",36,2,2
"8179",19.42,"Verified",28.77,"0.263","no",60,3,3
"8180",12.61,"Source Verified",9.95,"0.151","no",60,3,0
"8181",19.03,"Verified",24.45,"0.845","no",36,1,1
"8182",6.72,"Source Verified",2.88,"0.037","no",36,1,1
"8183",20,"Source Verified",30.95,"0.580","no",60,1,1
"8184",12.61,"Source Verified",18.83,"0.151","no",60,3,1
"8185",15.05,"Not Verified",5.94,"0.786","no",36,2,0
"8186",9.44,"Not Verified",7.27,"0.257","no",60,1,0
"8187",10.42,"Source Verified",17.31,"0.838","yes",36,2,1
"8188",11.98,"Source Verified",34.16,"0.507","no",36,3,2
"8189",10.42,"Not Verified",21.56,"0.523","no",36,1,5
"8190",9.92,"Source Verified",14.05,"0.191","no",60,3,1
"8191",9.92,"Not Verified",28.45,"0.212","no",36,3,3
"8192",24.85,"Source Verified",42.93,"0.708","no",36,2,1
"8193",12.62,"Source Verified",6.43,"0.355","no",36,1,5
"8194",14.07,"Source Verified",4.12,"0.331","no",36,3,2
"8195",18.45,"Verified",10.65,"0.068","yes",36,3,2
"8196",16.01,"Verified",49.9,"0.395","no",60,3,0
"8197",6.07,"Not Verified",20.93,"0.159","no",36,3,1
"8198",6.71,"Not Verified",14.91,"0.505","no",36,3,0
"8199",13.59,"Source Verified",13.25,"0.153","no",36,2,1
"8200",7.34,"Not Verified",27.35,"0.248","no",36,3,0
"8201",6.72,"Not Verified",3.94,"0.293","yes",36,2,0
"8202",5.31,"Source Verified",7.73,"0.061","no",36,3,1
"8203",9.44,"Source Verified",21.69,"0.229","no",36,2,3
"8204",10.91,"Source Verified",23.19,"0.237","no",36,1,0
"8205",10.41,"Verified",13.89,"0.166","no",36,3,4
"8206",11.99,"Source Verified",2.01,"0.038","yes",60,1,1
"8207",9.93,"Not Verified",33.02,"0.358","yes",36,3,9
"8208",14.08,"Source Verified",8.4,"0.836","no",36,2,5
"8209",9.93,"Verified",17.43,"0.494","no",36,2,0
"8210",16.02,"Verified",17.43,"0.167","no",60,2,1
"8211",20.39,"Source Verified",33.3,"0.290","no",36,3,0
"8212",30.65,"Source Verified",35.95,"0.418","no",60,1,1
"8213",11.99,"Not Verified",13.63,"0.608","no",36,1,4
"8214",7.35,"Source Verified",8.52,"0.074","no",36,1,1
"8215",26.3,"Verified",30.16,"0.850","no",60,2,8
"8216",21.45,"Not Verified",37.65,"0.350","no",60,1,5
"8217",13.59,"Source Verified",14.74,"0.100","no",60,2,3
"8218",18.45,"Not Verified",37.19,"0.904","no",36,3,0
"8219",11.99,"Source Verified",34.22,"0.772","no",36,2,1
"8220",12.61,"Source Verified",17.11,"0.184","no",60,3,6
"8221",10.41,"Not Verified",15.84,"0.444","no",36,3,1
"8222",25.82,"Verified",31.16,"0.992","no",36,2,0
"8223",15.05,"Verified",19.61,"0.716","yes",60,1,7
"8224",9.43,"Not Verified",33,"1.130","no",36,3,3
"8225",12.62,"Source Verified",16.59,"0.125","no",36,2,1
"8226",21.45,"Source Verified",14.33,"0.320","no",36,1,2
"8227",11.99,"Source Verified",12.25,"0.465","no",36,1,1
"8228",16.02,"Source Verified",20.6,"0.284","no",60,1,9
"8229",20.39,"Verified",26.22,"0.637","no",60,3,0
"8230",19.42,"Source Verified",19.55,"0.180","no",60,3,7
"8231",9.44,"Source Verified",25.99,"0.175","no",60,1,0
"8232",15.05,"Source Verified",8.6,"0.772","no",36,2,4
"8233",10.9,"Not Verified",24.65,"0.545","no",36,3,0
"8234",7.35,"Not Verified",21.04,"0.204","no",36,1,0
"8235",24.84,"Not Verified",29.53,"0.789","no",60,3,2
"8236",7.35,"Not Verified",26.19,"0.085","no",36,1,0
"8237",14.07,"Verified",31.22,"0.263","no",60,3,1
"8238",11.99,"Source Verified",24.13,"0.491","no",36,2,1
"8239",11.99,"Not Verified",11.3,"0.096","no",60,1,2
"8240",7.97,"Not Verified",12.87,"0.491","no",36,2,1
"8241",28.72,"Not Verified",21.23,"0.452","no",60,3,0
"8242",5.32,"Source Verified",12.36,"0.199","no",36,3,1
"8243",9.43,"Source Verified",7.32,"0.083","no",36,3,1
"8244",10.41,"Source Verified",1.58,"0.658","no",36,3,1
"8245",12.61,"Source Verified",20.24,"0.138","no",36,3,0
"8246",7.34,"Source Verified",15.15,"0.093","no",36,2,0
"8247",9.93,"Not Verified",35.55,"0.535","no",60,2,1
"8248",26.77,"Source Verified",26.33,"0.784","no",60,3,0
"8249",10.9,"Source Verified",17.08,"0.617","no",60,3,3
"8250",24.85,"Verified",36.08,"0.655","no",60,2,1
"8251",20,"Source Verified",6.74,"0.528","yes",36,2,4
"8252",18.06,"Not Verified",13.42,"0.453","no",36,2,0
"8253",12.61,"Not Verified",29.79,"0.595","no",36,2,0
"8254",18.45,"Not Verified",31.04,"0.724","no",60,3,8
"8255",14.08,"Verified",148.04,"0.378","no",60,2,1
"8256",13.59,"Not Verified",15.66,"0.798","yes",36,2,1
"8257",10.42,"Verified",24.39,"0.285","no",36,2,3
"8258",10.42,"Not Verified",15.27,"0.112","no",36,2,4
"8259",9.92,"Source Verified",9.1,"0.626","no",36,3,1
"8260",11.98,"Source Verified",7.96,"0.113","no",36,3,1
"8261",6.71,"Source Verified",17.88,"0.050","no",36,3,0
"8262",9.43,"Source Verified",17.86,"0.239","no",60,2,0
"8263",25.82,"Not Verified",13.97,"0.070","no",60,2,3
"8264",13.59,"Verified",19.22,"0.609","no",36,1,0
"8265",15.05,"Not Verified",35.3,"0.504","no",36,2,13
"8266",13.59,"Not Verified",16.6,"0.626","no",36,1,1
"8267",5.32,"Not Verified",9.16,"0.423","no",36,1,1
"8268",24.84,"Source Verified",21.05,"0.526","no",36,3,3
"8269",12.62,"Source Verified",13.56,"0.097","yes",60,1,3
"8270",12.62,"Verified",24.2,"0.071","no",36,1,0
"8271",24.84,"Source Verified",31.58,"0.451","no",60,3,4
"8272",6.07,"Not Verified",27.88,"0.378","no",36,3,2
"8273",17.47,"Verified",21.97,"0.591","yes",60,3,1
"8274",17.47,"Verified",9.83,"0.236","no",60,3,5
"8275",16.02,"Not Verified",21.71,"0.460","no",60,1,7
"8276",7.34,"Verified",8.65,"0.069","no",36,3,0
"8277",12.62,"Not Verified",28.24,"0.448","no",60,2,0
"8278",10.9,"Verified",19.43,"0.651","yes",36,3,1
"8279",7.35,"Verified",27.85,"0.308","no",36,2,0
"8280",13.59,"Not Verified",8.81,"0.058","no",36,1,2
"8281",6.08,"Not Verified",4.83,"0.069","no",36,1,0
"8282",5.32,"Not Verified",25.9,"0.486","no",36,1,1
"8283",18.06,"Source Verified",11.66,"0.564","yes",60,2,1
"8284",9.93,"Not Verified",4.95,"0.224","no",36,1,5
"8285",20.39,"Not Verified",19.27,"0.820","no",36,3,0
"8286",17.47,"Verified",12.72,"0.263","no",36,3,2
"8287",9.44,"Not Verified",12.77,"0.111","yes",60,1,1
"8288",11.98,"Source Verified",21.05,"0.717","no",36,3,1
"8289",12.62,"Source Verified",21.7,"0.426","no",36,1,1
"8290",9.92,"Not Verified",16.92,"0.507","no",60,3,1
"8291",10.42,"Not Verified",19.1,"0.227","no",60,2,2
"8292",11.99,"Verified",5.57,"0.051","no",60,1,2
"8293",10.42,"Not Verified",5.76,"0.336","yes",36,1,0
"8294",14.08,"Not Verified",27.3,"0.530","no",36,1,1
"8295",10.41,"Not Verified",3.02,"0.015","no",36,3,4
"8296",12.61,"Not Verified",17.37,"0.544","no",36,3,1
"8297",12.61,"Source Verified",19.65,"0.234","no",60,3,0
"8298",21.45,"Verified",25.22,"0.348","yes",60,2,1
"8299",13.58,"Not Verified",29.94,"0.805","no",36,2,0
"8300",12.61,"Verified",17.65,"0.093","yes",36,3,10
"8301",19.42,"Not Verified",34.89,"0.280","no",60,3,1
"8302",14.08,"Not Verified",23.68,"0.732","no",36,2,7
"8303",10.42,"Source Verified",21.52,"0.338","no",60,1,3
"8304",16.01,"Not Verified",8.87,"0.088","no",36,3,5
"8305",18.06,"Source Verified",19.65,"0.614","no",60,1,2
"8306",15.05,"Source Verified",23.29,"0.427","no",60,1,0
"8307",9.43,"Not Verified",3.33,"0.796","no",36,3,1
"8308",10.42,"Source Verified",23.43,"0.241","no",60,2,4
"8309",14.08,"Source Verified",15.88,"0.145","no",36,1,0
"8310",10.91,"Source Verified",22.1,"0.582","no",36,2,1
"8311",18.45,"Source Verified",13.32,"0.843","no",60,3,3
"8312",10.41,"Source Verified",20.35,"0.500","no",60,3,0
"8313",10.91,"Verified",31.29,"0.804","no",36,2,1
"8314",9.92,"Not Verified",25.77,"0.549","no",36,2,3
"8315",7.34,"Not Verified",33.85,"0.356","no",36,2,1
"8316",30.17,"Verified",11.93,"0.403","no",60,3,4
"8317",19.03,"Source Verified",35.74,"0.393","yes",60,2,11
"8318",7.97,"Source Verified",19.07,"0.748","no",36,1,4
"8319",12.62,"Source Verified",14.53,"0.655","no",36,2,0
"8320",9.93,"Not Verified",27.37,"0.766","yes",36,1,2
"8321",5.31,"Not Verified",15.99,"0.218","no",36,3,0
"8322",10.42,"Source Verified",24.2,"0.518","no",36,1,1
"8323",10.91,"Not Verified",3.68,"1.002","no",36,2,3
"8324",10.42,"Source Verified",16.68,"0.624","yes",36,2,4
"8325",10.91,"Source Verified",18.81,"0.266","no",36,1,1
"8326",12.62,"Source Verified",8.15,"0.081","no",60,2,0
"8327",9.92,"Source Verified",30.47,"0.192","no",36,3,0
"8328",9.92,"Verified",6.22,"0.021","no",36,3,0
"8329",20,"Verified",39.99,"0.740","yes",36,2,2
"8330",19.42,"Verified",23.52,"0.500","no",36,3,1
"8331",6.71,"Not Verified",4.58,"0.566","no",36,3,0
"8332",14.07,"Source Verified",16.5,"0.151","yes",60,3,3
"8333",14.08,"Not Verified",15.14,"0.292","no",36,1,0
"8334",6.72,"Not Verified",15.47,"0.151","no",36,2,4
"8335",6.08,"Source Verified",5.06,"0.063","no",36,1,2
"8336",11.98,"Verified",13.64,"0.863","no",36,3,2
"8337",25.82,"Verified",14.27,"0.084","no",60,2,5
"8338",19.03,"Verified",19.01,"0.182","no",36,1,1
"8339",6.71,"Not Verified",22.8,"0.407","yes",36,3,0
"8340",16.02,"Not Verified",22.09,"0.596","no",60,2,4
"8341",9.44,"Not Verified",15.27,"0.427","no",36,1,1
"8342",14.07,"Not Verified",1.95,"0.467","no",36,3,3
"8343",18.45,"Not Verified",13.84,"0.634","no",36,3,0
"8344",9.93,"Source Verified",12.74,"0.572","no",36,2,1
"8345",17.09,"Verified",23.04,"0.253","no",60,1,2
"8346",11.98,"Not Verified",20.13,"0.581","no",36,3,3
"8347",7.97,"Source Verified",5.14,"0.128","no",36,2,0
"8348",10.9,"Verified",18.76,"0.181","no",60,3,1
"8349",16.01,"Source Verified",17.12,"0.155","yes",36,2,9
"8350",15.04,"Verified",19.1,"0.430","no",36,3,10
"8351",20,"Source Verified",17.63,"1.050","no",60,1,2
"8352",14.07,"Source Verified",30.37,"1.143","no",36,3,0
"8353",10.91,"Not Verified",17.6,"0.564","no",36,2,0
"8354",10.41,"Not Verified",19.36,"0.136","no",36,3,0
"8355",10.9,"Source Verified",32.06,"0.231","no",60,3,0
"8356",6.71,"Source Verified",0.66,"0.686","no",36,2,0
"8357",11.99,"Source Verified",46.77,"0.357","no",36,1,5
"8358",16.01,"Not Verified",29.62,"0.628","no",60,2,0
"8359",10.9,"Not Verified",14.21,"0.155","no",36,3,2
"8360",13.59,"Not Verified",61.28,"0.318","no",60,1,0
"8361",13.58,"Not Verified",29.2,"0.286","no",36,3,0
"8362",15.05,"Source Verified",9.03,"0.784","no",36,1,1
"8363",7.34,"Not Verified",3.87,"0.033","no",36,3,0
"8364",9.93,"Source Verified",7.27,"0.145","no",36,2,2
"8365",15.05,"Not Verified",13.99,"0.212","no",36,2,2
"8366",6.72,"Source Verified",18.75,"0.137","no",36,1,3
"8367",7.35,"Not Verified",10.36,"0.194","no",60,2,2
"8368",13.59,"Source Verified",31.32,"0.287","no",36,1,1
"8369",12.62,"Verified",5.93,"0.458","no",60,2,1
"8370",17.09,"Source Verified",26.5,"0.216","no",36,1,6
"8371",10.42,"Source Verified",11.29,"0.802","no",36,1,1
"8372",21.85,"Verified",23.75,"0.734","no",60,3,1
"8373",18.45,"Verified",12.9,"0.113","yes",60,3,2
"8374",14.08,"Source Verified",0.97,"0.014","no",60,1,5
"8375",5.32,"Source Verified",2.09,"0.229","no",36,1,0
"8376",12.62,"Verified",31.37,"0.613","no",36,2,0
"8377",17.47,"Not Verified",24.82,"0.725","no",36,3,1
"8378",19.42,"Source Verified",48.56,"0.537","yes",36,3,4
"8379",16.01,"Verified",21.36,"0.267","no",60,3,1
"8380",11.98,"Verified",1.77,"0.307","no",36,3,1
"8381",6.72,"Source Verified",20.19,"0.509","no",36,1,1
"8382",9.43,"Source Verified",11.88,"0.450","no",60,3,0
"8383",13.59,"Source Verified",11.3,"0.552","no",36,2,1
"8384",6.72,"Source Verified",11.21,"0.549","no",36,2,2
"8385",9.44,"Not Verified",22.82,"0.559","yes",36,2,1
"8386",11.98,"Verified",18.44,"0.496","no",36,3,2
"8387",11.99,"Source Verified",24.56,"0.736","no",36,2,0
"8388",7.35,"Source Verified",17.15,"0.092","no",36,1,5
"8389",13.59,"Source Verified",31.12,"0.468","no",60,3,0
"8390",7.96,"Source Verified",8.6,"0.078","no",36,3,5
"8391",20.39,"Source Verified",17.19,"1.023","no",36,3,5
"8392",13.58,"Source Verified",5.3,"0.416","no",60,3,5
"8393",6.72,"Not Verified",18,"0.459","yes",36,2,1
"8394",20,"Not Verified",22.63,"0.297","yes",36,2,10
"8395",9.92,"Not Verified",6.56,"0.511","yes",36,3,0
"8396",16.02,"Not Verified",24.01,"0.611","no",36,2,2
"8397",18.06,"Verified",26.31,"0.336","no",60,2,2
"8398",17.47,"Verified",21.04,"0.132","no",60,3,11
"8399",16.01,"Verified",36.24,"0.111","no",36,3,1
"8400",13.59,"Source Verified",13.51,"0.172","no",36,1,2
"8401",9.43,"Not Verified",8.68,"0.172","no",36,3,3
"8402",5.31,"Not Verified",3.42,"0.348","no",36,2,0
"8403",21.45,"Source Verified",25.76,"0.477","no",60,1,0
"8404",5.32,"Source Verified",6.32,"0.065","no",36,1,2
"8405",17.47,"Verified",55.44,"0.189","no",60,3,1
"8406",12.62,"Verified",5.73,"0.661","no",36,1,11
"8407",18.45,"Verified",23.63,"0.361","no",36,3,1
"8408",20,"Source Verified",34.7,"0.249","no",60,1,7
"8409",6.08,"Not Verified",0.64,"0.053","no",36,2,2
"8410",9.93,"Verified",42.76,"0.664","no",36,2,2
"8411",7.35,"Source Verified",6.67,"0.058","no",60,2,2
"8412",9.92,"Source Verified",27.11,"0.697","no",36,3,0
"8413",16.01,"Source Verified",8.37,"0.499","yes",60,2,10
"8414",15.05,"Verified",16.75,"0.705","no",36,1,0
"8415",14.08,"Verified",8.75,"0.007","no",60,1,0
"8416",13.58,"Not Verified",25.47,"1.035","no",36,3,1
"8417",10.9,"Not Verified",5.49,"0.353","yes",36,3,1
"8418",6.72,"Verified",12.35,"0.046","no",36,2,0
"8419",9.93,"Source Verified",6.9,"0.167","no",60,1,4
"8420",12.61,"Source Verified",8.16,"0.039","no",36,3,3
"8421",18.45,"Source Verified",182.35,"0.770","no",36,3,2
"8422",7.97,"Not Verified",13.26,"0.558","no",36,1,0
"8423",20,"Source Verified",35.92,"0.777","no",36,1,5
"8424",26.77,"Source Verified",18.3,"0.788","no",60,3,1
"8425",6.72,"Not Verified",29.84,"0.285","no",36,1,1
"8426",14.08,"Source Verified",14.19,"0.448","no",36,1,1
"8427",9.44,"Verified",10.37,"0.087","no",36,1,2
"8428",16.02,"Not Verified",22.51,"0.183","no",36,1,1
"8429",13.59,"Not Verified",16.17,"0.329","no",36,1,1
"8430",10.9,"Verified",19.83,"0.383","yes",36,3,3
"8431",19.03,"Verified",29.42,"0.462","no",36,1,4
"8432",10.91,"Source Verified",35.5,"0.202","no",36,1,1
"8433",12.62,"Verified",11.99,"0.125","no",36,1,5
"8434",16.01,"Verified",24.93,"0.150","no",60,3,1
"8435",11.99,"Not Verified",35.9,"0.513","no",36,1,0
"8436",12.62,"Source Verified",16.25,"0.172","no",60,1,0
"8437",7.96,"Source Verified",9.51,"0.423","no",36,3,1
"8438",12.62,"Source Verified",22.67,"0.231","no",60,2,1
"8439",9.43,"Not Verified",23.5,"0.454","no",60,3,0
"8440",7.34,"Source Verified",4.91,"0.052","no",36,3,8
"8441",9.93,"Not Verified",4.87,"0.012","no",36,1,0
"8442",12.62,"Source Verified",3.37,"0.038","no",60,1,0
