interest_rate,income_ver,debt_to_income,credit_util,bankruptcy,term,issue,credit_checks,credit_utilized
5.31,Not Verified,13.85,0.168507631,0,36,3,1,17742
9.92,Verified,12.88,0.170277826,0,36,3,3,55853
10.9,Not Verified,10.72,0.18791802,0,60,2,5,148546
20.39,Source Verified,6.4,0.079777778,0,36,3,1,359
10.9,Source Verified,23.52,0.682277428,0,36,3,0,51660
14.08,Not Verified,19.47,0.208321705,0,36,2,6,89575
21.85,Verified,8.74,0.579321339,1,60,3,0,12719
13.58,Not Verified,6.47,0.736214319,1,60,3,14,26849
11.99,Source Verified,20.55,0.707974623,0,36,1,3,97532
10.91,Not Verified,20.45,0.611405049,0,36,1,8,50499
6.72,Source Verified,16.98,0.151178981,0,36,1,0,46361
19.03,Source Verified,5.8,0.566865079,0,36,1,2,14285
18.45,Source Verified,12.42,0.691022245,1,36,3,1,44081
10.9,Source Verified,19.61,0.655196363,0,60,3,1,62262
9.43,Verified,0.54,0.009097241,0,60,3,1,9992
7.97,Verified,16.77,0.209045618,0,36,2,3,39694
7.35,Source Verified,19.83,0.102992009,0,36,1,2,39837
7.34,Source Verified,6.17,0.032245869,0,36,2,2,12197
10.41,Source Verified,4.23,0.593861258,0,36,3,9,22018
10.41,Not Verified,6.9,0.282193732,0,36,3,3,9905
10.41,Not Verified,13.3,0.200696367,0,36,2,6,37409
10.41,Not Verified,2.91,0.207480916,0,36,2,6,2718
7.96,Source Verified,18.58,0.270690027,0,36,2,2,128051
24.85,Not Verified,16.07,0.428034926,0,60,1,2,27354
10.9,Verified,29.19,0.151336416,0,60,2,1,92291
9.43,Not Verified,15.98,0.244190476,1,36,3,1,7692
19.42,Source Verified,22.54,0.229453765,0,60,2,8,68000
11.99,Source Verified,14.03,0.232697966,0,36,1,1,14552
9.43,Source Verified,8.09,0.22291579,0,36,2,1,22784
7.35,Not Verified,12.37,0.506068038,0,36,2,3,96159
12.62,Verified,5.52,0.204191617,0,60,2,1,3410
7.34,Not Verified,12.9,0.078726996,0,36,3,3,19028
17.09,Source Verified,25.97,0.783836044,0,36,1,2,83912
15.04,Source Verified,8.28,0.05378181,0,60,3,2,37086
21.45,Not Verified,56.16,0.743291244,0,60,1,6,101072
7.97,Not Verified,0.36,0.023454545,0,36,1,0,129
14.08,Not Verified,20.77,0.342762928,0,36,1,3,34302
17.47,Not Verified,12.76,0.586451777,0,60,3,1,50870
9.43,Not Verified,11.52,0.814886364,0,36,3,0,21513
9.43,Source Verified,19.26,0.332396398,0,36,3,7,102765
7.97,Source Verified,13.06,0.578655738,1,36,1,2,17649
9.44,Verified,22.55,0.108785183,1,36,1,1,17856
13.58,Source Verified,26.62,1.04171994,0,36,3,0,202876
12.62,Source Verified,1.39,0.00902133,0,36,3,4,719
12.62,Verified,37.11,0.383708561,0,36,1,3,127331
22.91,Verified,26.5,0.483105413,0,36,2,1,16957
14.07,Verified,20.29,0.192944764,0,60,3,3,56938
7.96,Not Verified,27.09,0.21939999,1,36,2,0,26898
14.07,Source Verified,29.09,0.493413585,1,60,3,1,37382
6.72,Not Verified,26.18,0.436410298,0,36,1,0,69209
10.9,Not Verified,17.38,0.139396507,0,36,2,2,71078
11.99,Verified,32.93,0.69395605,0,36,2,3,64769
10.9,Source Verified,27.38,0.180090996,0,60,2,0,30399
9.44,Not Verified,10.26,0.536910086,0,36,2,2,31093
5.31,Source Verified,5.81,0.207070189,0,36,3,0,18176
11.99,Source Verified,38.07,0.271870214,0,36,1,1,51129
6.08,Not Verified,13.02,0.09636764,0,36,2,1,7134
5.32,Source Verified,19.44,0.151031095,0,36,1,0,66449
16.02,Source Verified,23.45,0.43371308,0,60,1,1,20558
15.05,Not Verified,24.45,0.607328769,0,36,2,3,23684
20.39,Not Verified,30.81,0.741610432,0,36,3,1,89347
6.72,Not Verified,7.86,0.077799876,0,36,1,0,22845
15.05,Not Verified,25.32,0.533997131,1,36,2,0,25689
9.93,Not Verified,27.98,0.369892086,0,60,1,2,36950
10.9,Source Verified,14.2,0.13833184,1,60,3,0,25778
9.93,Not Verified,14.27,0.367748092,0,36,2,0,9635
6.72,Not Verified,7.52,0.077950025,0,36,1,1,26298
18.45,Verified,24.06,0.915045915,0,36,3,6,38862
26.77,Verified,13.17,0.11712831,0,60,3,3,21211
18.06,Not Verified,8.69,0.142523364,0,36,1,2,24400
6.07,Not Verified,15.11,0.183345107,0,36,2,0,17389
14.08,Not Verified,11.33,0.052215586,0,60,3,0,13761
7.34,Not Verified,19.32,0.134244767,0,36,3,2,37009
12.61,Source Verified,18.68,0.476763025,0,60,3,0,16773
9.92,Source Verified,12.88,0.827305498,0,36,2,0,34655
17.09,Verified,17.77,0.469282618,0,36,2,2,91275
6.71,Source Verified,15.76,0.504560618,0,36,3,0,21629
7.35,Source Verified,15.71,0.080548328,1,36,1,2,29503
9.93,Source Verified,22.62,0.223446435,0,60,2,1,129226
7.34,Source Verified,15.37,0.29062533,0,36,3,0,11024
16.01,Source Verified,18.76,0.249055849,0,60,3,2,113363
7.35,Source Verified,24.69,0.165573153,0,36,1,6,71644
9.92,Source Verified,27.27,0.809013994,0,36,3,0,60528
6.71,Verified,14.28,0.072384401,0,36,3,1,20712
10.91,Not Verified,29.07,0.417018172,0,60,1,2,102325
11.98,Verified,8.95,0.045090036,1,60,3,0,7512
19.03,Verified,16.76,0.779046617,0,36,2,0,20739
16.02,Source Verified,12.29,0.711568784,1,36,2,0,29333
9.92,Source Verified,17.93,0.024969303,0,36,3,1,3823
7.34,Verified,7.44,0.051572026,0,36,3,0,21944
10.42,Verified,19.89,0.375617257,0,60,1,1,183699
19.42,Verified,14.41,0.182828882,0,60,3,5,18484
6.08,Not Verified,14.92,0.848281743,0,36,2,0,42778
9.92,Verified,9.6,0.162559305,0,36,3,2,25389
10.91,Not Verified,15.98,0.126655354,0,60,2,2,33589
14.08,Source Verified,12.56,0.550329767,1,36,2,3,37549
6.71,Not Verified,9.98,0.467819615,1,36,2,2,40603
7.35,Not Verified,17.52,0.156551519,1,36,2,4,36799
18.06,Source Verified,2.2,0.621395349,0,60,1,0,2672
13.58,Not Verified,25.3,0.649992955,0,36,2,8,78421
7.97,Not Verified,25.72,0.27006486,0,36,2,0,44844
13.58,Source Verified,20.06,0.123261082,0,36,3,2,32704
11.99,Not Verified,17.08,0.262889186,0,60,2,2,25128
7.97,Not Verified,7.37,0.338457295,0,36,1,2,13497
6.07,Source Verified,39.6,0.215858963,0,36,3,5,98700
9.92,Source Verified,4.24,0.02240752,0,36,3,0,11308
5.31,Source Verified,22.56,0.184783787,0,36,3,0,46035
15.05,Source Verified,21.48,0.501203509,0,36,1,5,43311
7.34,Verified,4.36,0.03103993,0,60,3,1,17408
9.93,Verified,27.49,0.244275447,0,60,2,1,108215
25.82,Verified,21.2,0.631883114,1,60,2,5,31052
7.34,Not Verified,6.48,0.39172332,0,36,3,5,18496
5.31,Not Verified,14.69,0.568097844,0,36,3,2,24293
15.04,Source Verified,29.89,0.572582292,1,60,3,1,30841
9.43,Not Verified,20.53,0.19296415,0,36,3,1,99309
5.31,Source Verified,11.84,0.161758394,0,36,2,0,41080
10.41,Source Verified,19.47,0.773692364,0,36,3,0,33962
18.06,Not Verified,21.51,0.315881927,0,36,1,9,59702
14.08,Not Verified,10.92,0.956871908,0,36,2,0,38494
10.41,Source Verified,4.9,0.802318841,0,36,3,2,11072
15.04,Not Verified,20.9,0.349734224,0,36,3,4,20528
7.97,Verified,23.98,0.35803488,0,36,1,0,137528
25.81,Not Verified,23.7,0.845292531,0,60,3,2,57676
13.59,Verified,38.28,0.346213717,0,60,2,0,171480
21.85,Source Verified,29.18,0.353895501,1,60,3,6,62889
6.72,Not Verified,15.51,0.137648069,0,36,1,3,26285
20.39,Verified,33.07,0.329597558,0,60,2,4,109696
12.61,Source Verified,36.07,0.086952765,0,36,3,0,60378
9.92,Not Verified,6.38,0.136541667,0,36,3,1,3277
7.34,Not Verified,9.99,0.348678923,0,60,2,2,40778
7.34,Source Verified,24.7,0.219783348,1,36,3,7,47862
9.44,Verified,22.23,0.645417068,0,36,2,0,42897
16.02,Source Verified,32.25,0.442701197,1,60,1,2,49436
9.92,Not Verified,33.17,0.098854198,0,60,2,1,36063
9.92,Source Verified,14.33,0.183312939,0,36,2,0,78198
13.59,Verified,23.15,0.641329832,0,36,1,0,13677
17.09,Verified,19.68,0.52521755,1,60,2,0,23056
14.08,Source Verified,7.33,0.091561811,0,60,1,5,39979
18.06,Source Verified,15.68,0.018379572,1,60,2,11,5492
17.09,Verified,58.53,0.72020967,0,36,2,0,38609
21.45,Source Verified,28.16,0.504539834,0,36,2,1,40398
18.06,Source Verified,21.98,0.297584596,0,60,2,8,72702
14.08,Source Verified,21.13,0.175232631,0,60,1,0,37136
5.31,Not Verified,6.56,0.528554113,0,36,2,0,15262
17.09,Not Verified,35.91,0.59391666,0,60,1,1,23275
10.42,Verified,23.01,0.076823222,0,36,1,1,15387
5.31,Not Verified,35.36,0.41664534,1,36,3,2,40700
15.05,Source Verified,10.29,0.233053554,0,60,2,4,41955
10.91,Verified,31.02,0.865379549,0,36,1,1,45988
9.44,Verified,30.51,0.42502513,0,60,2,3,93021
9.44,Not Verified,21.29,0.599760595,0,36,2,2,23549
5.32,Verified,10.39,0.11037608,0,36,1,0,44549
7.35,Not Verified,9.25,0.065998137,0,60,2,0,28333
6.08,Not Verified,18.57,0.627135418,0,36,2,1,41189
17.09,Not Verified,10.17,0.488861224,0,36,1,0,7461
7.96,Source Verified,11.05,0.074219734,0,36,3,2,15909
7.97,Verified,13.99,0.577108251,2,36,1,0,19059
9.43,Not Verified,17.75,0.136544477,0,36,3,1,26976
26.77,Source Verified,8.91,0.088992885,0,60,3,3,16259
5.31,Verified,10.7,0.525389049,0,36,2,1,18231
9.43,Source Verified,3.21,0.022179837,0,60,3,0,2442
6.07,Verified,27.72,0.222231734,0,36,2,0,111627
12.62,Source Verified,9.89,0.49307927,0,60,1,0,46061
13.59,Not Verified,4.99,0.755,0,36,2,0,11325
7.96,Source Verified,28.97,0.450562395,0,36,3,4,70381
14.08,Not Verified,14.75,0.209128729,0,36,1,3,26391
13.58,Source Verified,26.3,0.267579665,0,60,2,2,161232
21.45,Source Verified,33.85,0.899135411,0,60,2,0,71653
13.58,Verified,10.08,0.785681818,0,36,2,0,3457
19.03,Verified,15.62,0.648751721,0,36,1,0,53245
7.96,Not Verified,23.51,0.473142857,0,36,2,0,19872
7.96,Source Verified,36.98,0.275145083,0,36,2,5,176751
6.72,Source Verified,7.89,0.393564356,1,36,2,0,3975
18.45,Not Verified,9.79,0.471208757,0,60,2,2,54541
11.98,Not Verified,6,0.077925509,0,60,3,0,17993
17.09,Source Verified,23.59,0.787722241,0,36,1,0,46964
9.44,Source Verified,23.14,0.083085383,0,36,1,0,23540
7.34,Verified,11.08,0.018732612,0,36,3,0,4848
11.98,Verified,11.4,0.29721891,0,36,3,0,110676
19.03,Not Verified,12.94,0.623145226,1,36,1,2,42248
9.92,Verified,32.84,0.664414606,0,36,3,1,78280
20,Verified,17.5,0.830031457,0,60,1,3,24803
7.34,Not Verified,23.91,0.299462589,0,60,3,1,74279
7.97,Not Verified,22.82,0.610366247,0,36,3,7,35964
9.44,Not Verified,14.57,0.252612748,0,36,1,0,34879
5.32,Source Verified,3.81,0.157566518,0,36,1,3,33074
15.05,Not Verified,8.57,1.002777153,0,36,2,4,191734
19.03,Not Verified,25.15,0.120217923,0,60,1,1,38064
12.62,Verified,12.38,0.069047106,0,36,2,2,20836
5.32,Verified,15.97,0.099170489,0,36,2,0,73800
6.72,Not Verified,35.73,0.189004998,0,36,2,0,87776
5.32,Source Verified,6.96,0.506577017,0,36,1,0,20719
11.99,Source Verified,13.36,0.255023697,0,36,2,2,10762
12.61,Verified,15.64,0.118412776,0,60,3,1,97134
6.07,Not Verified,30.06,0.284747562,0,36,3,3,89585
11.99,Source Verified,10.7,0.098662099,0,60,2,1,27359
16.02,Not Verified,27.29,0.56486643,0,60,2,0,46815
15.05,Not Verified,29.81,0.774330924,0,36,2,3,19819
13.59,Verified,74.85,0.105444397,0,36,2,0,28600
11.98,Verified,15.84,0.154839724,0,36,3,2,45314
15.05,Source Verified,7.45,0.090537116,0,60,2,0,17790
18.45,Source Verified,19.13,0.839730261,0,36,3,7,44829
15.04,Source Verified,31.49,0.572434731,0,60,3,3,70141
15.04,Source Verified,6.9,0.038111791,0,60,3,3,17674
7.35,Source Verified,22.26,1.003942871,0,36,2,0,657944
9.44,Not Verified,11.92,0.624043649,0,36,1,0,30424
16.02,Source Verified,14.56,0.159640775,0,60,2,0,36370
14.07,Not Verified,12.78,0.8745,0,36,3,0,24486
28.72,Verified,12.13,0.116987885,0,60,1,9,40402
19.03,Verified,14.24,0.074392045,0,36,2,1,29912
9.92,Not Verified,15.66,0.142569832,0,60,3,0,20416
22.91,Not Verified,39.55,0.802557048,1,36,1,1,24795
7.35,Source Verified,23.06,0.435669185,0,36,1,5,123578
18.45,Not Verified,5.6,0.076780458,0,36,3,8,19878
15.05,Source Verified,23.52,0.667916218,0,36,1,0,28508
23.88,Not Verified,26.14,0.387794199,0,60,2,8,194936
10.9,Not Verified,11.32,0.50168195,0,36,3,1,10887
6.08,Not Verified,19.75,0.081425363,0,36,2,3,30126
10.9,Verified,71.04,0.834647299,0,36,3,0,241910
21.85,Verified,47.81,0.556855395,1,60,3,4,52884
6.72,Source Verified,13.97,0.263519885,0,36,1,5,54215
13.58,Verified,17.71,0.278293786,0,60,3,5,61093
13.58,Verified,15.3,0.734292116,0,36,3,0,32115
15.04,Source Verified,24.82,0.964331919,0,36,3,1,74539
9.44,Source Verified,11.06,0.354243723,0,60,2,0,79589
17.47,Not Verified,16.64,0.354071275,0,36,3,1,11058
15.05,Not Verified,7.14,0.353846154,0,60,2,0,7820
25.81,Source Verified,16.45,0.183064915,0,60,3,6,42569
20.39,Verified,10.74,0.498450617,0,36,2,3,8847
13.58,Not Verified,31.08,0.590234258,0,60,2,0,80904
9.93,Source Verified,8.38,0.884192689,0,36,2,0,54789
15.05,Not Verified,16.7,0.206971604,0,36,1,0,18353
18.45,Not Verified,24.69,0.514720569,1,36,3,1,12885
15.04,Source Verified,21.69,0.271638057,0,60,2,0,37567
16.02,Source Verified,9.35,0.140505492,1,60,2,1,71424
14.07,Not Verified,27.08,0.699385475,0,36,3,0,25038
14.07,Source Verified,31.39,0.263669154,0,36,3,3,107678
7.97,Not Verified,29,0.883703364,0,36,1,4,271418
13.59,Not Verified,7.3,0.02292115,0,60,1,1,11715
15.05,Not Verified,17.33,0.856527706,0,36,1,1,68028
16.02,Source Verified,23.88,0.398421633,0,60,1,0,126920
12.62,Source Verified,14.65,0.585795455,0,36,2,0,20620
9.43,Source Verified,4.98,0.190731583,0,60,3,2,24645
12.62,Source Verified,15.2,0.588839662,0,60,1,1,27911
11.98,Not Verified,8.07,0.47213341,0,36,2,1,41052
13.59,Source Verified,16.43,0.556414391,0,60,2,0,110426
6.08,Source Verified,8.18,0.041610585,0,36,2,5,10573
10.41,Verified,17.84,0.220910698,0,36,2,5,30244
13.59,Source Verified,8.69,0.611960784,0,36,1,1,12484
28.72,Verified,18.8,0.44340564,1,60,3,3,20441
7.35,Not Verified,44.85,0.592869019,0,36,1,1,63469
10.9,Not Verified,25.74,0.253859657,0,36,3,1,59146
7.34,Source Verified,22.42,0.10999724,0,60,3,0,29889
10.42,Not Verified,23.8,0.689227652,0,60,1,1,57148
12.62,Not Verified,15.11,0.0724753,0,60,2,0,27142
9.93,Source Verified,25.14,0.883234127,0,36,1,0,106836
13.58,Source Verified,17.87,0.121925507,0,36,3,1,39092
17.47,Verified,4.67,0.499084562,0,60,3,4,32166
12.61,Source Verified,21.43,0.275725806,0,60,3,1,27352
9.43,Source Verified,16.18,0.314371712,0,36,3,1,122306
12.62,Not Verified,24.99,0.183708928,0,60,2,1,32037
9.93,Not Verified,20.09,0.132940704,0,36,1,0,19864
15.05,Not Verified,10.73,0.068056517,1,60,2,1,11801
25.81,Verified,33.14,0.970320396,0,60,3,1,119232
7.34,Not Verified,13.76,0.09846331,0,36,3,1,22407
10.42,Not Verified,14.73,0.569584393,0,60,1,3,53079
5.31,Not Verified,28.23,0.17774379,0,36,3,2,66706
12.62,Verified,15.93,0.087643489,0,36,1,6,29227
20,Verified,21.05,0.18517263,0,60,1,1,47524
10.91,Verified,24.3,0.406480481,0,36,1,8,105376
12.62,Source Verified,13.83,0.133970069,0,36,1,3,35109
5.31,Not Verified,8.63,0.179696654,0,36,3,5,32972
11.98,Verified,30.24,0.338007244,0,60,3,4,131956
7.96,Source Verified,27.83,0.662930085,0,36,3,2,30693
14.07,Source Verified,15.82,0.187000707,0,36,2,2,52130
14.08,Source Verified,18.77,0.649198079,0,36,2,4,12710
9.44,Source Verified,34.48,0.19812871,0,36,2,3,69329
13.59,Source Verified,13.18,0.052677759,0,36,2,2,14409
22.91,Verified,26.79,0.164656232,0,36,2,4,35777
6.08,Not Verified,14.85,0.198719417,0,36,1,3,65951
6.72,Verified,26.5,0.384686148,0,36,1,0,19654
16.01,Source Verified,12.84,0.187880823,0,60,2,4,72739
18.06,Not Verified,10.28,0.454751321,0,36,1,0,5422
14.07,Not Verified,31.2,0.21935019,0,36,3,2,45969
10.42,Source Verified,8.89,0.415766082,1,60,1,1,35548
5.32,Source Verified,15.5,0.168306193,0,36,1,1,201598
10.41,Not Verified,15.02,0.556917688,0,36,3,0,31800
11.98,Source Verified,14.13,0.10866851,0,60,3,6,34380
16.02,Source Verified,16.46,0.565159996,0,60,1,0,32109
5.32,Not Verified,7.5,0.05289288,0,36,2,5,23630
5.31,Verified,20.53,0.184520013,0,36,3,7,186301
16.01,Source Verified,20.82,0.425554053,0,36,3,0,8180
11.99,Not Verified,11.92,0.789783126,0,36,1,3,34523
9.92,Not Verified,3.06,0.120196756,1,36,3,3,20135
11.98,Verified,18.61,0.359638243,0,36,3,1,13918
11.99,Not Verified,18.11,0.687227069,0,60,3,0,76955
7.97,Verified,34.11,0.270297557,0,60,1,1,72017
7.34,Source Verified,12.6,1.042795222,0,36,3,0,155657
6.71,Not Verified,22.46,0.450681467,0,36,3,1,32075
9.92,Not Verified,12.42,0.27349805,0,60,2,1,45451
9.92,Not Verified,11.8,0.142423819,0,60,3,2,41789
9.44,Not Verified,8.22,0.878186858,0,60,2,8,44986
7.97,Not Verified,11.84,0.069726738,1,36,2,1,14700
10.91,Not Verified,5.99,0.424753086,0,36,2,1,6881
10.91,Not Verified,19.42,0.49349699,0,36,1,1,20907
9.44,Not Verified,9.17,0.429750516,1,36,1,1,18328
23.87,Verified,28.05,0.337857673,0,36,3,3,95983
18.45,Source Verified,26.21,0.856645706,0,36,3,3,77786
10.41,Source Verified,19.08,0.430655271,0,36,3,1,15116
19.42,Source Verified,22.7,0.204283808,1,60,3,1,53429
13.58,Verified,34.28,0.537589201,0,36,3,2,86182
9.92,Source Verified,21.01,0.518888428,0,36,3,1,21249
16.02,Not Verified,16.59,0.773443056,0,36,2,2,15226
23.88,Verified,25.43,0.191364667,0,60,2,1,112031
10.91,Source Verified,23.78,0.556063618,0,36,2,0,27970
13.59,Not Verified,6.53,0.527692308,0,36,1,3,19208
10.9,Source Verified,17.79,0.149367089,0,60,3,1,29913
14.08,Verified,50.34,0.321368099,0,36,1,2,71363
19.03,Verified,25.65,0.159870584,1,60,2,2,80197
14.07,Source Verified,0.6,0.012162162,0,36,3,6,90
10.91,Source Verified,11.92,0.579695341,0,36,2,0,32347
10.91,Source Verified,20.28,0.399179552,1,36,1,0,5060
18.06,Source Verified,13.4,0.863347999,0,60,1,0,103019
9.93,Not Verified,20.11,0.572574632,0,36,1,1,22268
24.85,Verified,0,0,0,60,1,3,0
10.42,Source Verified,8.67,0.1229852,1,36,2,2,39730
11.98,Source Verified,20.72,0.124912603,1,60,2,0,48416
5.32,Source Verified,28.34,0.562308165,0,36,2,0,29312
21.45,Verified,15.91,0.211418537,0,60,2,1,24681
14.08,Source Verified,2,0.025317073,0,60,2,2,519
6.72,Not Verified,10.77,0.658617886,0,60,2,0,32404
15.05,Source Verified,20.61,0.711518374,1,36,1,2,44958
9.43,Not Verified,11.52,0.094996998,1,36,3,3,46682
19.42,Verified,8.99,0.187623041,0,60,3,2,86728
10.91,Not Verified,25.36,0.545739828,0,60,3,1,74780
14.08,Source Verified,17.54,0.033905891,0,60,1,2,14848
9.92,Verified,10.92,0.274068716,1,36,3,1,30312
9.92,Source Verified,18.03,0.57426975,0,36,3,6,40598
11.99,Not Verified,3.07,0.496835443,0,36,2,1,3925
9.44,Not Verified,18.88,0.31063674,0,36,2,0,13577
9.43,Not Verified,5.5,0.060581446,1,36,3,5,29161
7.35,Not Verified,30.45,0.250411371,0,36,1,0,33632
15.05,Source Verified,17.43,0.756102117,0,60,1,0,12143
11.99,Source Verified,18.92,0.50806317,0,60,2,1,79141
9.44,Source Verified,16.13,0.547121228,0,36,2,4,74368
9.92,Source Verified,12.74,0.50623688,0,36,3,1,25081
12.62,Source Verified,22.84,0.117935856,1,60,2,2,52055
14.08,Source Verified,21.1,0.438267831,0,36,1,1,30109
10.41,Source Verified,25.53,0.104856157,0,36,2,2,18224
24.84,Source Verified,18.6,0.392525597,0,60,3,0,11501
13.59,Not Verified,28.86,0.542867464,0,36,1,1,81150
17.09,Not Verified,11.36,0.029722802,0,36,2,6,16501
6.07,Not Verified,10.47,0.119050132,0,36,3,0,2256
9.43,Source Verified,27.64,0.090131352,0,36,3,2,130923
6.08,Source Verified,19.44,0.240941456,0,36,1,1,30455
7.97,Source Verified,16.44,0.396253165,0,36,2,0,7826
16.01,Source Verified,25.01,1.052999303,0,60,3,0,48379
9.92,Source Verified,7.07,0.610738103,0,60,2,0,26925
15.04,Source Verified,13.52,0.233193025,0,60,3,0,48475
7.96,Source Verified,11.36,0.055503409,0,36,3,1,16971
15.05,Source Verified,37.62,0.567403086,1,36,2,1,63026
9.43,Source Verified,22.57,0.543716383,0,36,3,0,63785
20,Source Verified,22.62,0.067666573,0,60,1,2,21917
17.09,Verified,15.92,0,0,36,1,1,0
14.07,Not Verified,27.33,0.356086536,0,60,3,5,153766
10.42,Not Verified,12.86,0.166143481,0,36,1,1,33291
12.62,Verified,20.29,0.175092424,0,60,2,1,67821
15.04,Source Verified,13.2,0.878681319,0,36,3,0,15992
10.42,Source Verified,30.12,0.894928455,0,60,2,1,437799
18.45,Verified,19.57,0.561117392,0,60,3,2,59557
22.91,Source Verified,15.24,0.883656003,0,36,1,1,115842
6.08,Not Verified,21.97,0.227433626,0,36,2,0,81406
16.01,Verified,71.91,0.30818696,0,36,3,6,67288
7.35,Not Verified,19.26,0.170521569,0,60,1,0,86214
11.98,Source Verified,11.24,0.121150051,0,36,3,2,24250
7.34,Verified,16.74,0.092495438,0,36,3,5,23466
16.02,Source Verified,24.43,0.222652259,1,36,2,0,106772
17.47,Source Verified,22.26,0.821978022,0,60,3,1,44880
20,Verified,10.44,0.291395055,0,60,2,1,20071
10.41,Verified,11.45,0.190204384,0,36,3,1,45219
12.62,Verified,8.1,1.085552592,0,36,2,1,80180
9.44,Not Verified,17.41,0.208837935,0,60,1,1,86343
10.9,Not Verified,15.65,0.677565539,0,36,3,0,27810
7.35,Not Verified,12.31,0.059167572,0,36,1,3,14699
5.32,Source Verified,39.35,0.410230507,0,36,2,2,86493
17.09,Not Verified,13.14,0.574671375,0,60,1,8,29291
5.31,Not Verified,4.56,0.131321739,0,36,3,0,15102
10.9,Not Verified,21.01,0.219923331,1,60,3,1,41593
9.92,Verified,5.48,0.062401465,0,36,3,4,22007
6.71,Not Verified,10.48,0.754979167,0,36,3,0,36239
9.43,Not Verified,37.94,0.62814961,0,36,2,1,68756
25.82,Verified,16.54,0.119361559,1,60,2,2,39822
16.02,Verified,19.54,0.114674194,0,60,1,3,68205
6.72,Not Verified,3.66,0.363493151,0,36,1,0,15921
10.9,Source Verified,11.74,0.095232569,0,36,3,7,24620
7.97,Not Verified,11.06,0.1883719,0,36,2,1,13611
13.59,Source Verified,1.1,0.571470588,0,36,2,1,1943
11.98,Source Verified,20.43,0.262952948,0,36,3,1,75361
12.61,Verified,36.81,0.602008691,0,36,3,0,123717
7.97,Not Verified,14.32,0.562644628,0,36,1,3,54464
12.62,Verified,15.72,0.888589005,1,60,2,1,123792
10.91,Not Verified,13.56,0.607885802,0,36,2,0,39391
12.62,Not Verified,36.84,0.746192421,1,36,1,7,112343
14.08,Source Verified,11.82,0.180810579,0,36,1,1,29315
6.08,Source Verified,1.15,0.030734797,0,36,1,2,3639
12.61,Not Verified,17.33,0.170599535,0,36,3,4,50622
20,Source Verified,13.35,0.511536585,0,60,2,4,20973
12.62,Source Verified,5.19,0.838421916,0,60,2,0,58272
7.34,Not Verified,15.33,0.21722767,0,60,3,2,38902
7.35,Verified,19.46,0.121181994,1,36,2,2,100801
12.62,Not Verified,27.33,0.571306979,0,36,1,4,12082
22.9,Source Verified,13.27,0.435907914,0,60,3,4,192017
16.02,Not Verified,37.55,0.38718337,0,36,1,1,67500
15.05,Source Verified,18.37,0.726055775,0,36,1,1,59933
21.45,Verified,28.62,0.308906063,0,60,2,2,30658
6.72,Source Verified,23.94,0.348667773,0,36,1,0,21631
9.93,Source Verified,12.37,0.137673128,0,60,1,3,29562
13.58,Verified,16.15,0.728989577,0,36,3,8,18953
11.98,Source Verified,16.76,0.968468748,0,36,3,5,218227
5.32,Source Verified,26.89,0.265139386,0,36,2,0,67566
10.9,Not Verified,14.05,0.124483731,1,60,3,1,74808
12.61,Source Verified,6.35,0.518783001,0,60,3,9,34290
18.06,Source Verified,15.97,0.773753647,0,60,1,6,219582
10.42,Verified,10.68,0.114451826,0,60,2,2,25375
10.91,Verified,15.85,0.48033672,0,36,1,3,120284
24.85,Verified,33.89,0.573053326,0,36,2,4,23631
11.98,Source Verified,8.34,0.591583333,0,36,3,0,7099
11.99,Verified,25.04,0.325977817,1,60,1,2,81293
7.97,Source Verified,14.8,0.810403738,1,36,2,2,58110
19.42,Verified,28.77,0.262983988,0,60,3,3,52211
12.61,Source Verified,9.95,0.151250776,0,60,3,0,96287
19.03,Verified,24.45,0.845129534,0,36,1,1,16311
6.72,Source Verified,2.88,0.037012987,0,36,1,1,1425
20,Source Verified,30.95,0.580238971,0,60,1,1,63130
12.61,Source Verified,18.83,0.151138111,0,60,3,1,49135
15.05,Not Verified,5.94,0.786078431,0,36,2,0,8018
9.44,Not Verified,7.27,0.257156398,0,60,1,0,10852
10.42,Source Verified,17.31,0.838471966,1,36,2,1,96488
11.98,Source Verified,34.16,0.507410796,0,36,3,2,19411
10.42,Not Verified,21.56,0.523129654,0,36,1,5,150337
9.92,Source Verified,14.05,0.19142653,0,60,3,1,22234
9.92,Not Verified,28.45,0.211852222,0,36,3,3,49212
24.85,Source Verified,42.93,0.707693381,0,36,2,1,50731
12.62,Source Verified,6.43,0.354526144,0,36,1,5,21697
14.07,Source Verified,4.12,0.331098901,0,36,3,2,9039
18.45,Verified,10.65,0.067732116,1,36,3,2,19669
16.01,Verified,49.9,0.394504273,0,60,3,0,108250
6.07,Not Verified,20.93,0.159324152,0,36,3,1,38765
6.71,Not Verified,14.91,0.504903243,0,36,3,0,15446
13.59,Source Verified,13.25,0.152960739,0,36,2,1,28425
7.34,Not Verified,27.35,0.247794167,0,36,3,0,55522
6.72,Not Verified,3.94,0.293010753,2,36,2,0,5450
5.31,Source Verified,7.73,0.060871794,0,36,3,1,12113
9.44,Source Verified,21.69,0.229037848,0,36,2,3,57229
10.91,Source Verified,23.19,0.236714839,0,36,1,0,100587
10.41,Verified,13.89,0.165839422,0,36,3,4,51254
11.99,Source Verified,2.01,0.038045113,1,60,1,1,1012
